Date,Adj Close,Open,High,Low,Volume,
24/05/2019,115000,115500,116200,114300,628.56K,
27/05/2019,115000,114000,115900,114000,166.08K,
28/05/2019,114000,116000,116000,114000,503.27K,
29/05/2019,115200,114900,115400,114000,357.95K,
30/05/2019,115000,115200,116200,115000,572.81K,
31/05/2019,114600,115800,115800,114600,296.61K,
3/6/2019,114500,114000,115500,113000,281.51K,
4/6/2019,114600,113600,115400,113600,262.74K,
5/6/2019,115900,115000,115900,115000,244.40K,
6/6/2019,115900,115900,115900,114400,167.50K,
7/6/2019,117000,116600,117000,116100,286.94K,
10/6/2019,117600,117200,118700,117200,955.89K,
11/6/2019,117000,117600,117800,117000,308.91K,
12/6/2019,116000,117000,117500,116000,258.35K,
13/06/2019,115500,115200,115900,115200,267.94K,
14/06/2019,115500,116000,116000,114300,350.18K,
17/06/2019,114500,115900,116500,113800,415.39K,
18/06/2019,114000,114700,115000,113800,433.86K,
19/06/2019,115900,114700,115900,114500,135.22K,
20/06/2019,116000,116200,117100,115600,317.48K,
21/06/2019,114500,116500,116800,114500,594.21K,
24/06/2019,116400,115000,116600,115000,228.39K,
25/06/2019,116400,116500,117200,116300,510.70K,
26/06/2019,116900,116300,117000,116000,515.02K,
27/06/2019,114900,117000,117000,114900,398.28K,
28/06/2019,115700,115000,115900,113700,468.59K,
1/7/2019,117200,116700,117200,116100,562.11K,
2/7/2019,115800,117100,117300,115800,268.15K,
3/7/2019,115400,115500,116000,114300,260.17K,
4/7/2019,116500,115000,116500,115000,265.26K,
5/7/2019,116700,116000,116800,115800,307.40K,
8/7/2019,116000,116500,116700,115800,285.84K,
9/7/2019,116000,116000,116100,115200,187.33K,
10/7/2019,116800,117000,117500,116500,377.06K,
11/7/2019,116500,117300,117500,115600,363.38K,
12/7/2019,116000,116900,117000,116000,169.92K,
15/07/2019,114200,116000,116200,113800,514.90K,
16/07/2019,115900,115000,116500,114200,473.36K,
17/07/2019,115500,116000,116300,115000,213.64K,
18/07/2019,114800,115000,115900,114800,454.56K,
19/07/2019,116000,114800,116000,114800,476.26K,
22/07/2019,103556,103111,103556,102222,445.39K,
23/07/2019,106489,103556,106933,103556,1.69M,
24/07/2019,108445,107111,108622,106845,744.60K,
25/07/2019,109511,107200,111200,107200,833.00K,
26/07/2019,108533,109067,109600,108089,468.63K,
29/07/2019,110578,109333,110578,108533,637.73K,
30/07/2019,108889,110578,111111,108445,412.50K,
31/07/2019,108445,108889,109511,106845,457.30K,
1/8/2019,110578,109333,110667,108889,411.58K,
2/8/2019,108889,108445,109422,108356,543.51K,
5/8/2019,104889,108533,108533,104889,855.02K,
6/8/2019,106489,103111,106489,102667,496.79K,
7/8/2019,104889,106489,106845,104533,389.19K,
8/8/2019,108445,104889,108889,104889,613.32K,
9/8/2019,106845,108445,108889,106845,451.11K,
12/8/2019,106667,106845,107733,106667,120.89K,
13/08/2019,104978,106578,106667,104889,349.12K,
14/08/2019,105422,106222,106667,105067,340.22K,
15/08/2019,107556,104000,107556,104000,368.01K,
16/08/2019,108445,106311,108711,106311,390.80K,
19/08/2019,108356,108889,108889,108000,238.44K,
20/08/2019,107556,108356,108889,107556,232.36K,
21/08/2019,108800,107556,108889,107556,284.42K,
22/08/2019,112089,109333,112445,109067,755.97K,
23/08/2019,111111,112089,112089,110756,577.41K,
26/08/2019,110933,111111,111111,109689,400.42K,
27/08/2019,108889,111022,111733,108889,446.92K,
28/08/2019,108445,108622,109778,108356,273.07K,
29/08/2019,108889,109778,109778,107645,394.27K,
30/08/2019,109778,108889,110133,108445,248.30K,
3/9/2019,109333,109778,110578,108622,196.20K,
4/9/2019,108800,109333,109778,108178,433.69K,
5/9/2019,108445,109245,109689,108445,341.00K,
6/9/2019,107645,108445,109333,107556,315.37K,
9/9/2019,108978,108356,109156,107645,186.45K,
10/9/2019,108445,109333,109511,108445,278.08K,
11/9/2019,108000,108445,109156,107556,198.70K,
12/9/2019,108000,108000,108533,107822,211.70K,
13/09/2019,108800,108533,109245,107378,313.31K,
16/09/2019,109156,108445,110845,108445,372.00K,
17/09/2019,109156,108533,110045,108445,468.93K,
18/09/2019,108622,108889,109156,108533,204.56K,
19/09/2019,108000,108889,109156,107911,388.40K,
20/09/2019,106133,107911,108356,106133,2.06M,
23/09/2019,105778,106222,107022,105689,538.68K,
24/09/2019,106756,105778,107022,105778,290.34K,
25/09/2019,106400,106756,106933,105778,288.66K,
26/09/2019,105778,106667,106667,105600,375.75K,
27/09/2019,106489,105778,106933,105600,297.34K,
30/09/2019,106489,106667,107733,106311,347.27K,
1/10/2019,106578,107111,107467,106400,170.96K,
2/10/2019,104889,106578,107111,104889,613.42K,
3/10/2019,104889,104178,104889,104089,731.77K,
4/10/2019,104889,104889,105511,104622,280.18K,
7/10/2019,104000,104889,104978,103556,525.51K,
8/10/2019,104089,104178,104267,103467,397.96K,
9/10/2019,104000,103911,105156,103733,249.22K,
10/10/2019,103911,104445,104622,103822,307.65K,
11/10/2019,104889,104445,104889,103733,370.07K,
14/10/2019,104889,105333,106489,104445,402.92K,
15/10/2019,105245,104889,106045,104889,249.83K,
16/10/2019,104889,105778,105778,104622,252.75K,
17/10/2019,104000,104800,105333,103911,539.00K,
18/10/2019,104000,104000,104000,103556,294.14K,
21/10/2019,103911,104000,105156,103111,231.28K,
22/10/2019,103822,104889,104889,103822,197.65K,
23/10/2019,104089,103822,104445,103822,146.48K,
24/10/2019,104178,104089,104178,103556,446.52K,
25/10/2019,104178,104000,104356,103733,330.42K,
28/10/2019,104622,104000,104978,103733,301.91K,
29/10/2019,104711,104622,104800,104356,210.40K,
30/10/2019,106311,104889,106578,104711,676.05K,
31/10/2019,105778,106667,107022,105778,945.81K,
1/11/2019,108889,106667,108889,106222,842.70K,
4/11/2019,108178,108889,108889,107289,348.39K,
5/11/2019,108000,107556,108445,107467,293.09K,
6/11/2019,108356,108000,108889,107556,582.53K,
7/11/2019,107378,108445,108711,107378,277.58K,
8/11/2019,107111,108089,108089,106667,554.57K,
11/11/2019,105689,107111,107111,105689,316.46K,
12/11/2019,106133,105689,106578,105422,178.34K,
13/11/2019,105778,105689,106133,105245,363.93K,
14/11/2019,106045,105778,106489,105600,281.36K,
15/11/2019,106311,105956,107378,105600,268.21K,
18/11/2019,104978,106489,106489,104800,301.30K,
19/11/2019,104089,104889,105067,103822,552.95K,
20/11/2019,103111,104178,104178,103111,793.59K,
21/11/2019,102489,104000,104000,101156,1.76M,
22/11/2019,103289,103022,103911,102489,347.56K,
25/11/2019,103111,103289,103289,102667,263.45K,
26/11/2019,102400,103111,103111,102311,1.16M,
27/11/2019,102756,102400,103378,102311,342.71K,
28/11/2019,102845,102311,103111,101600,262.10K,
29/11/2019,102845,102845,103200,101778,230.67K,
2/12/2019,102222,102667,103378,101156,337.55K,
3/12/2019,102222,102222,103378,101511,337.65K,
4/12/2019,102667,101511,102667,101511,202.39K,
5/12/2019,102933,103111,103200,102667,188.16K,
6/12/2019,103022,103111,103378,102578,162.83K,
9/12/2019,103022,102933,103022,102222,211.87K,
10/12/2019,103022,102667,103022,100978,647.79K,
11/12/2019,103022,103022,103022,101778,339.04K,
12/12/2019,103111,103111,103111,102400,375.81K,
13/12/2019,103111,102933,103111,102133,332.29K,
16/12/2019,102933,103111,103111,102045,424.14K,
17/12/2019,102933,102933,102933,101778,307.16K,
18/12/2019,102933,102222,103022,101778,952.98K,
19/12/2019,102933,102222,103111,101333,1.10M,
20/12/2019,102933,102933,102933,101956,944.10K,
23/12/2019,102845,102933,102933,101600,665.30K,
24/12/2019,102667,102756,102756,101600,506.21K,
25/12/2019,102667,102489,102667,101600,391.89K,
26/12/2019,102578,102489,102845,101689,570.81K,
27/12/2019,102400,102578,102578,101333,634.58K,
30/12/2019,102222,101778,102222,101511,567.09K,
31/12/2019,102222,102222,102222,101422,691.46K,
2/1/2020,102222,102133,102222,101333,495.32K,
3/1/2020,102489,102222,102489,101600,280.06K,
6/1/2020,101778,102222,102222,101689,339.65K,
7/1/2020,101956,101778,102222,101600,206.90K,
8/1/2020,101600,101778,101956,100978,527.52K,
9/1/2020,101956,101600,102311,101511,308.10K,
10/1/2020,102045,102222,102222,101956,179.01K,
13/01/2020,102133,101956,102311,101778,165.02K,
14/01/2020,102222,102133,102311,101600,113.79K,
15/01/2020,102222,102222,102222,101600,231.30K,
16/01/2020,102222,102222,102311,101600,210.08K,
17/01/2020,102133,102133,102311,101689,190.24K,
20/01/2020,102133,102133,102133,101600,417.00K,
21/01/2020,102133,101600,102222,101600,204.20K,
22/01/2020,102133,102133,102133,101511,418.25K,
30/01/2020,102133,101422,102133,99645,768.06K,
31/01/2020,102045,102133,102133,100978,935.71K,
3/2/2020,102045,101156,102045,99822,855.47K,
4/2/2020,102045,100978,102045,99378,1.67M,
5/2/2020,101778,102045,102045,100445,526.97K,
6/2/2020,101689,101778,101956,100267,760.83K,
7/2/2020,101689,101333,101689,99556,1.46M,
10/2/2020,101067,100445,101422,100445,216.79K,
11/2/2020,100800,100889,101511,100445,326.96K,
12/2/2020,99556,100800,100800,99556,509.39K,
13/02/2020,99911,99111,100178,99022,321.01K,
14/02/2020,97778,99822,100089,97778,283.94K,
17/02/2020,96000,97778,97778,93333,835.00K,
18/02/2020,92889,95111,95111,92445,890.85K,
19/02/2020,93333,92000,95111,92000,984.74K,
20/02/2020,97778,94222,97778,93333,397.77K,
21/02/2020,97689,96533,97778,95822,347.69K,
24/02/2020,95378,95200,96000,93778,1.61M,
25/02/2020,95111,94845,95378,94133,611.80K,
26/02/2020,94133,92445,94756,92445,703.59K,
27/02/2020,93867,94045,94222,92533,832.97K,
28/02/2020,93689,93333,93689,91556,979.70K,
2/3/2020,93689,92445,93689,91289,834.90K,
3/3/2020,93778,93422,93867,92889,627.69K,
4/3/2020,93778,92978,93778,92000,499.29K,
5/3/2020,93867,93422,94133,92267,396.34K,
6/3/2020,93333,93333,93333,91645,844.68K,
9/3/2020,86845,90222,90667,86845,1.09M,
10/3/2020,86845,82667,88178,81067,928.68K,
11/3/2020,86222,87111,87111,80978,1.18M,
12/3/2020,81600,80889,82045,80267,2.13M,
13/03/2020,82222,76445,82222,75911,1.38M,
16/03/2020,82222,81778,82222,76978,1.09M,
17/03/2020,78667,79556,82045,77867,766.50K,
18/03/2020,79111,78133,80000,76889,883.56K,
19/03/2020,78845,77245,78845,73867,1.24M,
20/03/2020,73333,78845,78845,73333,1.22M,
23/03/2020,68267,69333,69600,68267,762.93K,
24/03/2020,63556,63822,66667,63556,1.66M,
25/03/2020,68000,63556,68000,60445,1.58M,
26/03/2020,72711,68978,72711,67200,1.40M,
27/03/2020,77156,72889,77689,70667,1.29M,
30/03/2020,72356,71822,72889,71822,991.40K,
31/03/2020,74133,72356,77333,71467,1.46M,
1/4/2020,76445,73333,77333,72000,492.55K,
3/4/2020,80889,76445,80889,76445,1.33M,
6/4/2020,86489,81778,86489,81156,3.04M,
7/4/2020,86489,86756,89689,82667,3.21M,
8/4/2020,83556,86222,86222,83556,855.14K,
9/4/2020,85333,83556,86489,83378,1.76M,
10/4/2020,84445,85333,86045,83289,1.11M,
13/04/2020,85333,85156,85333,84356,1.59M,
14/04/2020,84978,85778,85778,84000,710.58K,
15/04/2020,85333,84978,85333,84356,1.32M,
16/04/2020,85245,85333,85333,84178,951.28K,
17/04/2020,85422,84711,85422,79289,1.34M,
20/04/2020,85511,85422,85689,84356,1.19M,
21/04/2020,82667,84889,84889,82222,1.00M,
22/04/2020,82222,81778,82489,80445,994.58K,
23/04/2020,82667,82667,84356,82400,390.85K,
24/04/2020,82667,82667,83467,82133,337.77K,
27/04/2020,81778,84445,84445,81778,510.44K,
28/04/2020,81778,82222,82578,81333,250.79K,
29/04/2020,81689,82667,83022,80445,353.70K,
4/5/2020,81600,81689,82222,80000,291.99K,
5/5/2020,82400,81600,82667,81600,309.04K,
6/5/2020,84445,82311,84445,82222,870.27K,
7/5/2020,85333,84445,85333,83556,695.03K,
8/5/2020,86667,85689,88889,85422,1.89M,
11/5/2020,86667,87111,87111,85245,1.53M,
12/5/2020,86222,86578,86578,84445,866.28K,
13/05/2020,84445,84533,85333,81333,2.98M,
14/05/2020,85333,84445,85956,83467,1.13M,
15/05/2020,86222,85333,86667,85156,368.61K,
18/05/2020,85778,86222,86222,84889,258.12K,
19/05/2020,85778,86311,86578,85333,821.08K,
20/05/2020,85867,85689,86222,85422,286.57K,
21/05/2020,87111,86222,87111,86133,758.68K,
22/05/2020,85689,87111,87111,85689,329.55K,
25/05/2020,86311,85511,86311,85333,243.45K,
26/05/2020,86133,86222,86667,85689,405.00K,
27/05/2020,86133,86133,87022,85778,665.37K,
28/05/2020,86222,86133,86667,85600,354.14K,
29/05/2020,86222,86222,86667,85867,555.19K,
1/6/2020,86400,86222,86400,85778,541.68K,
2/6/2020,85956,86400,86400,85778,564.41K,
3/6/2020,86045,85778,86045,84889,524.73K,
4/6/2020,85333,86045,86045,85333,619.58K,
5/6/2020,84445,85333,85511,84445,591.60K,
8/6/2020,85333,84622,86756,84622,542.45K,
9/6/2020,85511,86222,86222,85422,358.20K,
10/6/2020,84978,85511,85511,84800,549.55K,
11/6/2020,82667,84978,85511,82667,856.73K,
12/6/2020,81600,80000,82222,79911,985.43K,
15/06/2020,79111,82667,82667,79111,890.67K,
16/06/2020,83022,81333,84267,79911,740.79K,
17/06/2020,81689,82667,83022,80445,428.49K,
18/06/2020,80889,81689,82222,80800,351.96K,
19/06/2020,86489,80889,86489,80889,2.07M,
22/06/2020,86133,86222,86222,84622,571.52K,
23/06/2020,83733,85511,85600,83733,486.71K,
24/06/2020,84178,84000,84533,83556,241.11K,
25/06/2020,83022,82933,83911,82489,190.65K,
26/06/2020,81333,83111,83911,81333,250.02K,
29/06/2020,79111,81333,81689,79111,404.29K,
30/06/2020,79111,80889,80889,79111,394.37K,
1/7/2020,80889,80444,81333,79111,103.57K,
2/7/2020,79911,80533,80978,79556,473.29K,
3/7/2020,80178,80800,80889,79911,183.73K,
6/7/2020,81244,80178,81689,80178,319.52K,
7/7/2020,80889,81333,81956,80889,378.97K,
8/7/2020,80711,80711,81333,80089,210.88K,
9/7/2020,80889,80711,81600,80622,449.67K,
10/7/2020,81244,80889,81778,80889,217.50K,
13/07/2020,81156,81333,81422,80889,393.54K,
14/07/2020,81156,81156,81600,80178,383.61K,
15/07/2020,80444,81511,81511,80444,432.27K,
16/07/2020,82667,80800,82667,80533,369.06K,
17/07/2020,81333,81333,81778,80889,241.35K,
20/07/2020,80178,80889,81244,80178,250.20K,
21/07/2020,80178,81067,81067,80178,248.24K,
22/07/2020,79822,80000,80889,79822,227.37K,
23/07/2020,80000,80000,80267,79556,204.39K,
24/07/2020,78222,79911,80000,74667,758.73K,
27/07/2020,75556,74578,76444,73689,928.21K,
28/07/2020,75733,75556,77333,71022,601.09K,
29/07/2020,74222,74667,75556,73778,426.79K,
30/07/2020,75644,74222,76000,74222,272.28K,
31/07/2020,77778,74667,80000,74489,1.06M,
3/8/2020,77867,75556,78311,75556,184.85K,
4/8/2020,78222,78844,78844,77689,257.88K,
5/8/2020,77333,78222,78667,75378,488.80K,
6/8/2020,77778,78222,78400,77422,373.88K,
7/8/2020,77778,77867,78400,77600,205.31K,
10/8/2020,78400,78222,79911,77689,610.37K,
11/8/2020,77778,79289,79289,77778,242.25K,
12/8/2020,77689,77778,78667,77689,340.12K,
13/08/2020,78222,78667,79111,77778,516.01K,
14/08/2020,77689,78222,79111,77689,735.83K,
17/08/2020,77956,77333,78667,77156,423.22K,
18/08/2020,76889,77600,77956,76622,869.25K,
19/08/2020,76889,76889,77867,76889,390.53K,
20/08/2020,76444,76978,77511,76444,1.11M,
21/08/2020,76533,76444,77244,76356,423.89K,
24/08/2020,79111,76889,79111,76889,1.18M,
25/08/2020,80889,79111,81689,79111,1.21M,
26/08/2020,80889,80711,81067,80000,615.69K,
27/08/2020,80889,80089,80889,80089,492.69K,
28/08/2020,79911,81156,82044,79911,715.52K,
31/08/2020,80000,80000,81333,80000,311.15K,
1/9/2020,82400,80178,83556,79911,759.72K,
3/9/2020,84000,83111,84978,82400,1.17M,
4/9/2020,83556,84000,84889,82933,929.20K,
7/9/2020,81333,83556,84711,81333,523.57K,
8/9/2020,80444,81422,82222,80444,700.08K,
9/9/2020,80444,80356,82133,79467,974.11K,
10/9/2020,80444,80889,82222,80444,473.80K,
11/9/2020,80978,80000,82044,79911,462.77K,
14/09/2020,82756,81156,83200,81067,685.05K,
15/09/2020,84444,82844,84444,82844,1.11M,
16/09/2020,84889,84356,84889,82756,612.34K,
17/09/2020,83556,82756,84889,82667,938.10K,
18/09/2020,83556,84444,84800,83111,1.23M,
21/09/2020,85333,83556,85333,83556,643.34K,
22/09/2020,84089,85333,85511,84089,568.38K,
23/09/2020,84000,84444,85067,84000,125.81K,
24/09/2020,82667,83378,84889,82667,437.56K,
25/09/2020,82489,84000,84267,82489,463.74K,
28/09/2020,82489,82667,83733,82489,228.19K,
29/09/2020,81333,83556,83556,81333,443.80K,
30/09/2020,81333,81333,83022,81333,469.53K,
1/10/2020,82222,81689,83022,81689,239.07K,
2/10/2020,83556,82222,83556,81778,450.87K,
5/10/2020,82933,83556,83556,81778,101.76K,
6/10/2020,81600,82933,82933,81600,586.34K,
7/10/2020,82222,81333,83111,80889,429.21K,
8/10/2020,82044,81778,82578,81333,244.11K,
9/10/2020,83200,82044,83289,82044,348.28K,
12/10/2020,83467,83200,83556,82222,367.08K,
13/10/2020,83644,83467,83644,83022,305.99K,
14/10/2020,84444,83644,84444,83556,437.92K,
15/10/2020,86667,84533,86667,80889,1.53M,
16/10/2020,86756,87200,87200,86133,671.16K,
19/10/2020,86844,86933,87022,86578,416.91K,
20/10/2020,86933,86578,87022,85156,575.16K,
21/10/2020,86489,86933,87022,85956,193.51K,
22/10/2020,88978,86222,88978,86044,699.31K,
23/10/2020,92444,89067,93244,88889,1.98M,
26/10/2020,93422,96889,97333,93244,1.10M,
27/10/2020,93956,95111,95200,92444,904.52K,
28/10/2020,89067,93956,95111,87822,1.33M,
29/10/2020,89511,89067,91556,88889,1.49M,
30/10/2020,94667,90222,94667,89511,1.09M,
2/11/2020,94667,94667,95111,93333,777.50K,
3/11/2020,92800,95111,95111,92800,844.95K,
4/11/2020,92000,92711,92800,91556,557.26K,
5/11/2020,92889,92622,95022,92444,888.59K,
6/11/2020,93422,94222,94222,92889,666.93K,
9/11/2020,94311,93422,94400,93067,904.14K,
10/11/2020,93867,94667,95289,93867,879.73K,
11/11/2020,94044,93867,94222,91556,1.16M,
12/11/2020,94933,94044,94933,93333,767.99K,
13/11/2020,95467,94933,96000,94311,602.27K,
16/11/2020,90667,95467,96444,88889,2.00M,
17/11/2020,94222,91556,94222,90844,970.11K,
18/11/2020,93244,94222,94222,91556,845.18K,
19/11/2020,92444,93156,93156,91556,1.34M,
20/11/2020,92267,92889,92889,91911,600.57K,
23/11/2020,92267,92444,93422,91644,827.61K,
24/11/2020,92444,92356,93333,91644,913.75K,
25/11/2020,93867,92533,94400,92533,1.38M,
26/11/2020,94311,93333,94400,92889,613.63K,
27/11/2020,93511,94222,94311,93156,810.93K,
30/11/2020,92356,93511,93778,92267,1.80M,
1/12/2020,93333,91556,93333,91378,1.07M,
2/12/2020,93333,93244,93778,92622,560.15K,
3/12/2020,94044,93333,94044,92711,823.22K,
4/12/2020,94044,94044,94667,92889,896.69K,
7/12/2020,94044,94222,94222,93422,763.49K,
8/12/2020,93333,94044,94044,93156,840.69K,
9/12/2020,94222,93333,94222,92800,888.51K,
10/12/2020,93244,94222,95111,93244,1.10M,
11/12/2020,94933,93244,94933,93244,640.53K,
14/12/2020,96800,94844,96800,93778,1.26M,
15/12/2020,95111,96800,96800,94844,1.36M,
16/12/2020,95111,94933,95200,94133,850.72K,
17/12/2020,93067,95111,95111,92978,1.52M,
18/12/2020,93067,93067,94311,92889,1.52M,
21/12/2020,94578,93778,94578,93244,660.49K,
22/12/2020,93956,94222,95556,93600,583.11K,
23/12/2020,93956,93956,95111,93689,789.11K,
24/12/2020,93956,95111,95111,92444,935.37K,
25/12/2020,94133,93956,94578,93333,416.59K,
28/12/2020,94133,94133,94756,93689,800.67K,
29/12/2020,94667,94311,94756,94044,688.90K,
30/12/2020,96444,94844,97422,94844,1.72M,
31/12/2020,96178,96444,97156,93778,738.04K,
4/1/2021,96000,96444,96889,94667,1.11M,
5/1/2021,97511,95289,97689,95289,1.34M,
6/1/2021,97956,97778,98222,96800,1.44M,
7/1/2021,97867,98133,98667,96889,970.09K,
8/1/2021,99378,97867,100178,97867,1.52M,
11/1/2021,101156,100267,101867,100267,1.73M,
12/1/2021,101689,103111,103111,101067,1.10M,
13/01/2021,98756,101689,101867,98756,1.39M,
14/01/2021,98133,99111,99822,97778,1.62M,
15/01/2021,98844,99022,99733,97600,1.39M,
18/01/2021,98044,99556,99644,97867,930.26K,
19/01/2021,91289,98044,98044,91200,1.54M,
20/01/2021,91822,91556,93333,91111,2.11M,
21/01/2021,93422,93333,93511,91556,1.76M,
22/01/2021,93333,93422,94667,93333,1.23M,
25/01/2021,93156,93333,94044,92533,930.71K,
26/01/2021,90222,93156,93333,88533,1.16M,
27/01/2021,88889,90222,91556,88444,1.68M,
28/01/2021,82667,83822,85333,82667,1.96M,
29/01/2021,88356,82222,88444,82222,1.90M,
1/2/2021,88000,88356,91556,87822,1.51M,
2/2/2021,94133,88000,94133,88000,1.99M,
3/2/2021,95556,93333,96000,93333,1.91M,
4/2/2021,93333,95467,95556,90667,1.15M,
5/2/2021,95556,93333,95556,93333,1.04M,
8/2/2021,89778,95822,95822,89778,3.85M,
9/2/2021,94400,92444,94667,90222,1.98M,
17/02/2021,96000,94489,96000,94400,1.41M,
18/02/2021,97778,95556,97778,94311,1.61M,
19/02/2021,96889,95644,97333,95111,1.61M,
22/02/2021,97511,97067,98400,94222,1.67M,
23/02/2021,97778,96178,99289,95556,1.57M,
24/02/2021,96178,99022,99022,94222,1.07M,
25/02/2021,96800,97333,97689,94311,1.14M,
26/02/2021,96889,94400,97689,94400,1.04M,
1/3/2021,96444,97689,97689,95733,874.91K,
2/3/2021,96178,96444,96978,94400,1.04M,
3/3/2021,95022,94756,96178,94667,1.21M,
4/3/2021,95022,95644,95911,94756,1.88M,
5/3/2021,94489,95022,95556,94044,1.46M,
8/3/2021,94222,94667,95111,93333,1.56M,
9/3/2021,92711,93333,94489,88889,1.79M,
10/3/2021,94222,92889,94222,90756,648.34K,
11/3/2021,94133,94222,96000,93867,1.25M,
12/3/2021,94133,94133,94667,93333,1.26M,
15/03/2021,94222,94133,94400,93689,2.96M,
16/03/2021,93689,94222,94222,93244,1.53M,
17/03/2021,93067,92622,93600,92444,1.42M,
18/03/2021,94756,93778,94756,93511,1.66M,
19/03/2021,96356,93867,96356,93867,1.83M,
22/03/2021,95378,96356,96356,92889,1.10M,
23/03/2021,94667,94222,95111,93422,1.16M,
24/03/2021,95911,93778,96000,92267,1.24M,
25/03/2021,98133,95378,99911,95200,4.86M,
26/03/2021,99911,97778,100889,97778,3.29M,
29/03/2021,100267,100000,100889,99822,3.53M,
30/03/2021,104000,100267,105422,99556,5.83M,
31/03/2021,104800,104444,106222,104000,3.18M,
1/4/2021,109333,105333,110578,104000,2.51M,
2/4/2021,109333,110133,110133,108000,2.54M,
5/4/2021,110489,112000,112178,109511,2.53M,
6/4/2021,112889,110489,115111,110222,2.23M,
7/4/2021,113511,112889,113778,111733,1.91M,
8/4/2021,111467,114133,114133,110222,1.70M,
9/4/2021,111022,110933,111467,109422,1.97M,
12/4/2021,117333,111022,118044,109689,3.92M,
13/04/2021,125067,123556,125511,120889,5.68M,
14/04/2021,124444,124444,126044,122756,4.62M,
15/04/2021,125244,124356,128889,124356,3.85M,
16/04/2021,127111,125244,128089,124444,3.36M,
19/04/2021,128000,126311,128178,125422,3.17M,
20/04/2021,127200,128000,129689,127111,3.50M,
22/04/2021,123378,126222,127022,122222,3.73M,
23/04/2021,122933,123378,124000,118222,4.96M,
26/04/2021,116889,123556,124000,116444,2.74M,
27/04/2021,117422,116889,118222,116889,1.84M,
28/04/2021,116889,117422,118400,115378,1.81M,
29/04/2021,116444,116889,118222,116178,2.45M,
4/5/2021,118756,116089,119911,112800,1.95M,
5/5/2021,118844,118756,120711,118756,1.43M,
6/5/2021,117778,118844,119111,116444,1.20M,
7/5/2021,117333,117333,117333,114222,1.99M,
10/5/2021,117778,117333,117778,114756,1.24M,
11/5/2021,116444,117778,118578,116000,1.31M,
12/5/2021,115378,115556,117333,113778,1.56M,
13/05/2021,112444,113778,115556,112444,1.94M,
14/05/2021,111378,112444,112889,109511,2.94M,
17/05/2021,110222,112000,115556,110222,2.72M,
18/05/2021,107556,110222,112000,107556,2.76M,
19/05/2021,106756,106667,107556,104978,2.45M,
20/05/2021,109244,106756,109511,106667,2.35M,
21/05/2021,108889,109333,109333,107111,1.83M,
24/05/2021,108533,108889,109867,107556,2.23M,
25/05/2021,108711,108800,108800,107733,1.70M,
26/05/2021,108178,108444,108622,107111,1.89M,
27/05/2021,106933,107467,107556,105778,2.34M,
28/05/2021,106489,106756,109333,105778,2.08M,
31/05/2021,104444,106489,106667,103111,2.08M,
1/6/2021,106667,103289,107556,103111,2.42M,
2/6/2021,104444,106844,108356,104000,3.52M,
3/6/2021,105333,104889,105600,104000,2.80M,
4/6/2021,107556,105333,107556,105333,4.15M,
7/6/2021,109333,109156,112444,108444,4.14M,
8/6/2021,106489,111022,111733,105778,3.04M,
9/6/2021,105600,106667,107556,104000,2.04M,
10/6/2021,103556,105333,105956,103556,3.30M,
11/6/2021,104889,104000,104889,103378,1.95M,
14/06/2021,106667,105067,107111,104978,2.17M,
15/06/2021,108178,106667,108444,106222,1.52M,
16/06/2021,105867,108178,108178,105778,1.33M,
17/06/2021,104000,104889,105689,104000,3.20M,
18/06/2021,104356,104889,105156,104000,2.01M,
21/06/2021,104356,104444,105689,104267,1.68M,
22/06/2021,104444,104889,105511,104089,2.43M,
23/06/2021,103911,104889,104978,103556,1.44M,
24/06/2021,104444,104800,105067,103822,1.55M,
25/06/2021,104444,104178,104889,103733,1.98M,
28/06/2021,103733,104444,104533,103733,1.92M,
29/06/2021,104889,103911,106044,103911,2.63M,
30/06/2021,105778,104889,108000,104889,3.02M,
1/7/2021,105422,106400,106578,105333,2.47M,
2/7/2021,104444,104978,105689,104444,2.01M,
5/7/2021,102222,104444,104444,102133,3.11M,
6/7/2021,99556,102222,103111,99556,3.38M,
7/7/2021,101333,99556,101333,97778,2.82M,
8/7/2021,98667,100444,100444,98222,1.67M,
9/7/2021,96533,98489,98667,95556,2.01M,
12/7/2021,92444,96444,97778,90400,3.22M,
13/07/2021,91556,92533,93422,88000,2.65M,
14/07/2021,91556,91556,94578,90667,2.91M,
15/07/2021,90667,91556,92178,89956,2.91M,
16/07/2021,94044,90756,94311,90756,2.43M,
19/07/2021,91467,91644,93333,89333,2.08M,
20/07/2021,91556,91200,91822,88889,2.40M,
21/07/2021,92444,91644,94667,90667,3.11M,
22/07/2021,94400,92444,94933,92178,2.52M,
23/07/2021,92444,94400,96711,92444,3.47M,
26/07/2021,92622,93156,93689,91644,2.18M,
27/07/2021,92711,93333,94044,92711,1.62M,
28/07/2021,93511,92711,93778,92444,1.34M,
29/07/2021,93422,93778,93867,92889,1.21M,
30/07/2021,95289,95111,95378,94222,2.63M,
2/8/2021,95556,95556,97422,95022,1.89M,
3/8/2021,101778,97244,102222,96889,8.20M,
4/8/2021,101333,102667,103467,101333,3.24M,
5/8/2021,101333,101067,102222,100356,2.31M,
6/8/2021,100711,102222,103022,100711,3.40M,
9/8/2021,100533,100622,101067,99200,3.62M,
10/8/2021,100444,102222,102222,100444,3.18M,
11/8/2021,98667,100444,101333,98667,2.68M,
